trait,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,time
current,2.4285,2.5439,0.0,0.0338,1.2211,2.5203,2.0702,0.3861,2022-10-17 12:25:36.699000+00:00
current,1.6632,4.8683,0.0,0.0,0.9252,2.3322,1.8036,0.2834,2022-10-17 12:25:38.590000+00:00
current,1.3776,7.6067,0.0,0.1461,0.8067,1.6828,2.2646,0.3147,2022-10-17 12:25:40.481000+00:00
current,1.5393,5.3957,0.0,0.0689,1.6753,1.4468,1.3924,0.2522,2022-10-17 12:25:42.372000+00:00
current,2.096,6.241,0.0,0.0,1.3098,1.2194,0.8267,0.2717,2022-10-17 12:25:44.263000+00:00
current,1.7032,5.7673,0.0,0.0,1.1587,1.1396,1.6674,0.3574,2022-10-17 12:25:46.154000+00:00
current,1.3843,5.5461,0.0,0.5189,1.2663,0.418,1.0218,0.284,2022-10-17 12:25:48.045000+00:00
current,0.4075,3.1167,0.0037,0.328,1.3098,0.4251,1.7962,0.238,2022-10-17 12:25:49.936000+00:00
current,0.4453,2.531,1.6513,0.3777,1.2371,0.0,1.4465,0.2598,2022-10-17 12:25:51.827000+00:00
current,0.0636,2.1823,3.8427,0.7175,1.215,0.0,1.6139,0.0967,2022-10-17 12:25:53.718000+00:00
current,0.0,4.8965,1.5187,0.7694,1.7877,0.3649,2.1375,0.0685,2022-10-17 12:25:55.609000+00:00
current,0.0,3.1141,2.212,0.2942,2.0943,1.0848,3.1827,0.0688,2022-10-17 12:25:57.500000+00:00
current,0.0,0.0,3.3438,0.0,1.8172,1.0337,2.4966,0.0,2022-10-17 12:25:59.391000+00:00
current,0.0,0.135,2.69,0.0,1.8741,0.9862,2.6604,0.0668,2022-10-17 12:26:01.282000+00:00
current,0.0,0.0,2.7872,0.0,2.215,1.1199,3.005,0.0,2022-10-17 12:26:03.173000+00:00
current,0.0276,0.0,4.5426,0.0,2.175,1.9447,3.5537,0.0415,2022-10-17 12:26:05.064000+00:00
current,0.0,0.9224,4.2323,0.0,1.4046,2.3643,3.272,0.0,2022-10-17 12:26:06.955000+00:00
current,0.0,1.2623,5.8011,0.0,2.0712,1.7568,3.7053,0.0702,2022-10-17 12:26:08.846000+00:00
current,0.3472,1.0266,5.5525,0.0,1.279,1.5097,3.5973,0.3059,2022-10-17 12:26:10.737000+00:00
current,1.8081,1.2633,5.9545,0.0,2.284,1.5813,2.3439,0.2531,2022-10-17 12:26:12.628000+00:00
current,1.2397,3.117,6.8919,0.0,2.1483,1.5278,2.5027,0.1861,2022-10-17 12:26:14.519000+00:00
current,1.0992,1.5136,5.2567,0.0,2.8498,0.8277,3.1966,0.1785,2022-10-17 12:26:16.410000+00:00
current,1.3007,3.1479,5.6535,0.0687,2.4698,1.1954,2.7392,0.2706,2022-10-17 12:26:18.301000+00:00
current,2.1228,1.7869,4.8928,0.2208,2.7163,1.4464,2.4792,0.4363,2022-10-17 12:26:20.192000+00:00
current,1.6083,3.1873,6.2948,0.6234,1.979,1.6247,2.4726,0.3986,2022-10-17 12:26:22.083000+00:00
current,1.4877,0.9422,5.6882,1.3286,2.037,1.6191,2.3512,0.407,2022-10-17 12:26:23.974000+00:00
current,1.8517,2.3297,5.1259,1.7352,1.5169,0.7871,1.9218,0.349,2022-10-17 12:26:25.865000+00:00
current,2.021,2.5255,3.9907,1.288,1.6908,0.225,2.0988,0.3286,2022-10-17 12:26:27.756000+00:00
current,1.7987,3.0259,3.9451,1.1987,2.6141,0.0,2.2253,0.414,2022-10-17 12:26:29.647000+00:00
current,1.7106,4.8856,4.6419,2.1914,2.9131,0.0,2.3649,0.3252,2022-10-17 12:26:31.538000+00:00
current,1.058,3.6505,4.6876,1.7887,3.0817,0.0,2.1355,0.3758,2022-10-17 12:26:33.429000+00:00
current,0.9958,3.8397,7.3658,1.7007,2.9285,0.0,1.4355,0.3195,2022-10-17 12:26:35.320000+00:00
current,0.9268,4.5466,6.5097,1.9751,2.36,0.0,1.0275,0.1593,2022-10-17 12:26:37.211000+00:00
current,1.095,4.1985,5.2212,2.0332,3.3362,0.0,1.5158,0.0,2022-10-17 12:26:39.102000+00:00
current,0.8826,5.5452,4.9747,1.7787,2.3567,0.6306,0.7678,0.1473,2022-10-17 12:26:40.993000+00:00
current,1.1657,6.1249,5.335,2.0546,2.9476,0.2357,0.8151,0.2446,2022-10-17 12:26:42.884000+00:00
current,1.6706,5.1599,3.6716,1.483,3.0701,0.41,1.3504,0.2063,2022-10-17 12:26:44.775000+00:00
current,1.729,7.2994,5.3527,1.3105,2.7457,1.0727,1.1384,0.1436,2022-10-17 12:26:46.666000+00:00
current,1.8722,8.0829,4.9408,1.4572,2.9817,0.9774,1.3561,0.165,2022-10-17 12:26:48.557000+00:00
current,1.8631,6.4929,6.9702,1.0609,2.9786,0.4725,1.2246,0.2689,2022-10-17 12:26:50.448000+00:00
current,1.8305,5.0456,8.3516,1.5277,2.9055,0.4686,0.4498,0.2225,2022-10-17 12:26:52.339000+00:00
current,1.4677,4.7775,8.7677,1.7287,2.56,0.9147,0.9428,0.1996,2022-10-17 12:26:54.230000+00:00
current,1.6207,5.6262,8.303,2.121,1.7951,0.7184,0.1384,0.2962,2022-10-17 12:26:56.121000+00:00
current,1.5673,2.0418,6.668,2.7134,1.284,1.0397,0.0,0.3646,2022-10-17 12:26:58.012000+00:00
current,2.5312,1.1246,5.6645,2.6553,1.5944,0.3811,0.0,0.3922,2022-10-17 12:26:59.903000+00:00
current,3.1585,0.6637,4.2142,2.025,1.3995,0.0,0.0,0.4709,2022-10-17 12:27:01.794000+00:00
current,3.1745,0.0,2.8564,2.0733,1.5931,0.2126,0.0,0.4887,2022-10-17 12:27:03.685000+00:00
current,2.6581,0.0,3.3626,2.092,1.0508,0.2141,0.0,0.3874,2022-10-17 12:27:05.576000+00:00
current,2.0321,0.0,3.8658,2.3916,0.6239,0.7878,0.0,0.5501,2022-10-17 12:27:07.467000+00:00
current,2.5327,0.0,2.0051,1.9999,0.4492,1.2318,0.0,0.4736,2022-10-17 12:27:09.358000+00:00
current,2.5544,0.0,1.6434,1.4678,1.4655,0.7112,0.0,0.3125,2022-10-17 12:27:11.249000+00:00
current,2.6744,0.0,0.9222,1.3267,1.2374,0.4833,0.0,0.3293,2022-10-17 12:27:13.140000+00:00
current,1.7547,0.0,3.0598,1.8114,0.7931,0.9742,0.0,0.2782,2022-10-17 12:27:15.031000+00:00
current,2.1612,0.0,0.6158,1.8405,1.5348,0.6605,0.0,0.3842,2022-10-17 12:27:16.922000+00:00
current,2.3086,0.0,3.3509,1.7008,2.4326,0.5409,0.2275,0.2789,2022-10-17 12:27:18.813000+00:00
current,1.7184,3.0374,4.168,1.6176,1.6147,0.2271,0.522,0.2145,2022-10-17 12:27:20.704000+00:00
current,1.4824,2.5556,1.0424,1.5837,1.206,0.0,0.2339,0.027,2022-10-17 12:27:22.595000+00:00
current,1.6096,1.0611,0.5888,1.9442,2.2601,0.0,0.8671,0.0768,2022-10-17 12:27:24.486000+00:00
current,1.6265,2.9467,1.5174,1.9458,2.1276,0.0,0.3049,0.3606,2022-10-17 12:27:26.377000+00:00
current,1.4825,4.2153,0.9676,2.5189,2.3568,0.2955,0.5416,0.2632,2022-10-17 12:27:28.268000+00:00
current,1.44,7.4526,0.9739,2.3911,2.2,0.606,0.9417,0.2856,2022-10-17 12:27:30.159000+00:00
current,1.3332,10.8014,4.1124,2.2581,2.3733,0.5813,1.1117,0.2824,2022-10-17 12:27:32.050000+00:00
current,1.424,7.0043,3.6202,2.4681,2.2445,1.1137,1.3323,0.2437,2022-10-17 12:27:33.941000+00:00
current,2.115,8.7925,2.3672,2.3554,2.001,1.2393,1.5923,0.2783,2022-10-17 12:27:35.832000+00:00
current,0.8714,8.1449,3.6951,3.1271,1.5629,0.96,2.6892,0.4295,2022-10-17 12:27:37.723000+00:00
current,0.8285,8.8229,2.0404,2.7211,1.5876,0.7626,2.0642,0.5421,2022-10-17 12:27:39.614000+00:00
current,0.9808,9.807,3.1388,2.4685,1.5892,0.4596,2.9783,0.5276,2022-10-17 12:27:41.505000+00:00
current,1.173,10.6241,3.9817,1.7417,2.0042,0.0,3.2979,0.5699,2022-10-17 12:27:43.396000+00:00
current,1.0375,11.7916,6.2669,2.1418,1.8677,0.3676,2.5473,0.4935,2022-10-17 12:27:45.287000+00:00
current,0.2759,10.2921,6.5887,2.7065,1.4229,0.0,2.9666,0.3809,2022-10-17 12:27:47.178000+00:00
current,0.5534,8.301,6.081,2.6844,1.0316,0.5213,3.0666,0.3448,2022-10-17 12:27:49.069000+00:00
current,1.4496,10.0057,5.8758,3.0553,0.9662,0.9202,2.7495,0.5319,2022-10-17 12:27:50.960000+00:00
current,0.7497,8.1758,8.3552,2.3687,0.2724,1.4854,2.5209,0.5513,2022-10-17 12:27:52.851000+00:00
current,1.2274,10.9952,8.0358,2.5408,0.7435,0.6804,2.7894,0.4282,2022-10-17 12:27:54.742000+00:00
current,1.1065,9.2418,7.4083,2.6141,1.0849,0.7055,2.9459,0.4449,2022-10-17 12:27:56.633000+00:00
current,1.1211,8.2905,7.0261,3.1744,2.0796,0.8777,1.8934,0.407,2022-10-17 12:27:58.524000+00:00
current,0.6762,7.7455,7.347,3.2131,1.3412,1.1035,1.6664,0.3415,2022-10-17 12:28:00.415000+00:00
current,0.6077,5.0479,6.5883,3.2396,1.1771,0.8265,2.0056,0.4636,2022-10-17 12:28:02.306000+00:00
current,1.3011,2.6247,5.098,2.9351,0.8455,1.0008,1.6228,0.3709,2022-10-17 12:28:04.197000+00:00
current,1.5938,4.4479,4.2018,3.1143,1.4267,0.7175,1.7154,0.2022,2022-10-17 12:28:06.088000+00:00
current,2.3883,1.7875,3.1326,2.4683,1.8468,0.6186,1.5468,0.2573,2022-10-17 12:28:07.979000+00:00
current,2.847,6.3215,3.0695,2.2188,1.9148,0.8933,1.8521,0.1649,2022-10-17 12:28:09.870000+00:00
current,2.9187,6.1307,2.447,2.0398,2.0278,0.8872,1.3094,0.2036,2022-10-17 12:28:11.761000+00:00
current,3.5861,4.4308,2.4206,1.2934,2.5632,1.1949,1.8805,0.0357,2022-10-17 12:28:13.652000+00:00
current,3.5839,5.2696,2.4311,1.5104,2.3347,0.6326,1.6877,0.1679,2022-10-17 12:28:15.543000+00:00
current,3.7616,1.3147,2.9505,0.9463,2.5555,0.6848,1.2908,0.1912,2022-10-17 12:28:17.434000+00:00
current,3.402,1.2334,1.9105,1.3756,2.7211,0.5836,2.0315,0.1959,2022-10-17 12:28:19.325000+00:00
current,3.2462,1.3697,4.2513,1.0133,2.2282,0.8422,2.3333,0.1682,2022-10-17 12:28:21.216000+00:00
current,2.753,0.0,5.7958,1.0106,1.7577,1.3527,1.1622,0.3495,2022-10-17 12:28:23.107000+00:00
current,3.0885,0.0,6.3182,1.3168,1.3995,2.1136,0.8451,0.4369,2022-10-17 12:28:24.998000+00:00
current,2.3889,2.5001,7.0301,2.0688,2.0442,2.2209,1.216,0.4627,2022-10-17 12:28:26.889000+00:00
current,2.665,3.1448,5.37,1.804,2.3313,2.6525,0.8508,0.4799,2022-10-17 12:28:28.780000+00:00
current,2.4641,4.0783,4.5542,1.5196,2.89,2.762,0.8915,0.5708,2022-10-17 12:28:30.671000+00:00
current,2.9123,2.9799,3.9561,1.8753,2.4332,2.3964,0.6407,0.6409,2022-10-17 12:28:32.562000+00:00
current,3.1216,1.1145,2.2527,1.8968,3.1285,2.1961,1.4654,0.5384,2022-10-17 12:28:34.453000+00:00
current,3.8041,1.2043,2.0015,2.0479,2.5742,2.4268,0.8603,0.3184,2022-10-17 12:28:36.344000+00:00
current,3.9149,0.0,5.0329,2.1078,1.7039,2.6123,0.8309,0.3415,2022-10-17 12:28:38.235000+00:00
current,2.9508,0.0,5.0996,2.0076,0.5168,2.6916,1.6044,0.3277,2022-10-17 12:28:40.126000+00:00
current,2.7784,0.0,6.9104,1.8626,0.468,2.7168,1.4911,0.3794,2022-10-17 12:28:42.017000+00:00
current,2.1127,0.0,8.4574,2.3929,0.5016,2.8126,1.9436,0.5064,2022-10-17 12:28:43.908000+00:00
current,1.8157,0.0,6.8907,1.8232,0.2563,2.7744,2.0206,0.465,2022-10-17 12:28:45.799000+00:00
current,2.4858,0.0,6.685,1.267,0.0,1.9385,1.1312,0.28,2022-10-17 12:28:47.690000+00:00
current,2.6854,0.0,5.9676,0.9434,0.0202,2.1599,1.7864,0.2967,2022-10-17 12:28:49.581000+00:00
current,2.2476,0.0,6.955,1.5808,0.227,1.5591,1.3021,0.3092,2022-10-17 12:28:51.472000+00:00
current,1.7081,0.0,7.2764,2.2706,0.6321,1.8849,1.699,0.3194,2022-10-17 12:28:53.363000+00:00
current,1.7061,0.0,9.0351,2.4956,1.3854,1.4901,1.1736,0.3842,2022-10-17 12:28:55.254000+00:00
current,1.1271,0.0,8.8239,1.7296,0.551,1.1989,1.3463,0.2343,2022-10-17 12:28:57.145000+00:00
current,0.8579,2.6486,9.3961,1.9219,1.1128,0.8806,1.9231,0.1324,2022-10-17 12:28:59.036000+00:00
current,1.0699,4.0971,8.1044,1.834,1.3293,1.0603,1.739,0.1299,2022-10-17 12:29:00.927000+00:00
current,1.6502,5.0532,5.9312,1.4558,1.8485,0.7423,1.3606,0.2215,2022-10-17 12:29:02.818000+00:00
current,1.92,4.1923,6.6018,1.9515,2.4192,1.1125,2.2959,0.0356,2022-10-17 12:29:04.709000+00:00
current,0.8232,3.455,6.5628,2.3822,2.264,0.1847,1.8659,0.0,2022-10-17 12:29:06.600000+00:00
current,1.0351,4.0761,7.0258,2.0552,3.6933,0.0697,1.9219,0.0244,2022-10-17 12:29:08.491000+00:00
current,1.1184,6.5072,8.5019,2.3404,4.1112,0.4706,2.0881,0.0,2022-10-17 12:29:10.382000+00:00
current,1.3514,7.1488,8.5042,2.039,3.7006,0.5085,2.044,0.2331,2022-10-17 12:29:12.273000+00:00
current,2.1165,8.5946,9.1122,2.0026,3.1389,0.9898,2.0641,0.3065,2022-10-17 12:29:14.164000+00:00
current,1.1053,6.8331,9.8956,1.4655,2.4011,1.0397,1.8049,0.3832,2022-10-17 12:29:16.055000+00:00
current,0.8753,7.7531,9.1636,1.185,2.0622,1.6334,1.9093,0.4734,2022-10-17 12:29:17.946000+00:00
current,1.2144,6.476,7.9489,0.7006,2.1756,1.9299,1.6282,0.4958,2022-10-17 12:29:19.837000+00:00
current,0.5159,6.6526,10.0246,0.6087,1.946,1.6251,1.452,0.3512,2022-10-17 12:29:21.728000+00:00
current,1.2998,7.5889,9.9354,0.0747,2.4429,1.8347,1.0967,0.2722,2022-10-17 12:29:23.619000+00:00
current,1.4936,6.5571,9.7337,1.1431,2.9733,0.9602,0.7238,0.435,2022-10-17 12:29:25.510000+00:00
current,1.8889,4.8346,7.9906,0.96,3.1367,0.644,0.8096,0.3507,2022-10-17 12:29:27.401000+00:00
current,1.5899,5.5389,7.9342,1.1189,2.8893,0.8852,1.2428,0.3501,2022-10-17 12:29:29.292000+00:00
current,1.9604,5.36,7.9758,1.3321,3.3963,1.1099,1.5516,0.3169,2022-10-17 12:29:31.183000+00:00
current,2.4116,5.6416,6.4661,0.7784,3.2773,0.9066,1.5389,0.1793,2022-10-17 12:29:33.074000+00:00
current,2.4316,6.7466,7.1663,1.0148,4.0864,0.858,1.5761,0.3312,2022-10-17 12:29:34.965000+00:00
current,2.4503,8.8034,6.5744,0.794,3.0111,1.0551,1.6145,0.2836,2022-10-17 12:29:36.856000+00:00
current,2.4838,9.6022,3.6392,0.9219,2.9781,0.9402,1.3958,0.2892,2022-10-17 12:29:38.747000+00:00
current,1.9902,10.1064,3.0703,0.9429,3.1092,0.565,1.5018,0.2585,2022-10-17 12:29:40.638000+00:00
current,1.8767,8.8733,4.3924,0.875,3.8484,0.8875,1.3256,0.1694,2022-10-17 12:29:42.529000+00:00
current,1.7721,8.0144,3.2883,0.6467,3.5159,0.711,0.6826,0.2289,2022-10-17 12:29:44.420000+00:00
current,1.9256,8.5509,6.3709,1.1591,3.7134,1.1231,0.621,0.2535,2022-10-17 12:29:46.311000+00:00
current,2.3486,7.6974,6.7599,1.685,2.4768,1.4758,0.744,0.2937,2022-10-17 12:29:48.202000+00:00
current,1.7783,8.2589,9.2716,1.8614,2.3396,1.854,0.926,0.4546,2022-10-17 12:29:50.093000+00:00
current,1.6964,6.6954,7.4284,1.9353,2.6462,1.6282,1.0612,0.4707,2022-10-17 12:29:51.984000+00:00
current,2.3647,9.7739,5.637,1.5486,2.7743,1.1644,1.3471,0.4643,2022-10-17 12:29:53.875000+00:00
current,1.9383,9.7082,5.2181,1.6861,2.541,1.2197,1.3175,0.459,2022-10-17 12:29:55.766000+00:00
current,1.5183,9.5418,3.5761,1.5004,1.9765,1.2442,1.9766,0.3638,2022-10-17 12:29:57.657000+00:00
current,1.6135,8.3942,3.0965,0.8539,1.9256,1.1733,2.3897,0.3259,2022-10-17 12:29:59.548000+00:00
current,1.9958,11.2761,5.1775,0.7135,1.9513,1.0599,2.5206,0.3851,2022-10-17 12:30:01.439000+00:00
current,1.9551,8.6957,4.7201,0.7103,1.9409,1.1617,2.1292,0.2693,2022-10-17 12:30:03.330000+00:00
current,2.5272,7.2725,2.7306,1.0995,2.9013,1.1804,2.156,0.3268,2022-10-17 12:30:05.221000+00:00
current,2.8239,8.5354,3.267,1.1848,2.3905,1.2672,2.1014,0.3116,2022-10-17 12:30:07.112000+00:00
current,3.084,8.6687,5.0049,1.1443,2.8673,0.979,2.3489,0.3563,2022-10-17 12:30:09.003000+00:00
current,3.1852,7.4545,2.6438,1.1155,2.9835,0.432,2.1237,0.3499,2022-10-17 12:30:10.894000+00:00
current,4.0955,6.4086,1.1581,1.4586,2.6762,0.7027,2.6832,0.3805,2022-10-17 12:30:12.785000+00:00
current,3.7448,5.8876,1.5498,1.0855,2.9522,0.9693,2.5405,0.3693,2022-10-17 12:30:14.676000+00:00
current,2.5984,6.061,0.3619,1.1503,3.589,1.1465,2.4724,0.3435,2022-10-17 12:30:16.567000+00:00
current,3.2333,8.589,0.5587,1.5589,2.7084,1.3465,2.031,0.4388,2022-10-17 12:30:18.458000+00:00
current,2.8521,9.3142,2.7123,1.5663,3.7079,1.9944,2.1299,0.2929,2022-10-17 12:30:20.349000+00:00
current,2.7703,10.6503,2.4159,1.4701,4.4293,2.0476,1.7897,0.3759,2022-10-17 12:30:22.240000+00:00
current,3.2519,9.4708,3.1758,1.3812,4.6721,1.9975,2.7163,0.5464,2022-10-17 12:30:24.131000+00:00
current,2.3401,9.9617,3.9476,0.7101,4.2378,1.6227,2.6542,0.4471,2022-10-17 12:30:26.022000+00:00
current,1.6815,7.02,3.0166,0.8274,3.6918,1.7679,2.7272,0.465,2022-10-17 12:30:27.913000+00:00
current,0.9273,7.2109,1.8569,0.4352,4.6865,1.7441,3.4833,0.383,2022-10-17 12:30:29.804000+00:00
current,0.6213,7.2778,3.3329,0.5469,4.8524,1.2862,3.4473,0.2391,2022-10-17 12:30:31.695000+00:00
current,0.9159,10.1217,3.4987,0.4135,5.1632,1.2358,4.0595,0.3417,2022-10-17 12:30:33.586000+00:00
current,1.22,12.25,3.8445,1.1813,5.8826,1.6009,3.5985,0.3782,2022-10-17 12:30:35.477000+00:00
current,1.3793,11.1979,3.8552,1.0772,6.2635,1.1438,3.3109,0.3971,2022-10-17 12:30:37.368000+00:00
current,0.7423,9.338,3.7511,0.3218,5.7196,1.109,3.3704,0.4151,2022-10-17 12:30:39.259000+00:00
current,0.0,7.709,4.053,0.3864,4.9614,1.2533,3.1214,0.3555,2022-10-17 12:30:41.150000+00:00
current,0.0,7.0518,2.7132,0.0,4.2837,1.0381,2.6478,0.2443,2022-10-17 12:30:43.041000+00:00
current,0.0,9.0691,3.3594,0.2478,3.9614,1.1888,2.655,0.2678,2022-10-17 12:30:44.932000+00:00
current,0.2738,9.4354,2.231,0.6595,3.191,1.3517,2.8996,0.2775,2022-10-17 12:30:46.823000+00:00
current,0.7243,9.9336,5.3057,0.3802,3.1542,1.9115,2.3738,0.2606,2022-10-17 12:30:48.714000+00:00
current,0.8693,10.8611,5.9668,0.5752,2.3404,1.3247,2.4456,0.2259,2022-10-17 12:30:50.605000+00:00
current,1.2871,8.7456,6.1558,0.7247,2.9644,1.9488,2.4608,0.2814,2022-10-17 12:30:52.496000+00:00
current,1.4179,7.3075,4.6694,0.4071,3.6766,2.2929,2.9344,0.2434,2022-10-17 12:30:54.387000+00:00
current,1.6746,8.0221,5.9984,0.3164,3.7876,3.4298,3.225,0.1175,2022-10-17 12:30:56.278000+00:00
current,1.3352,6.5423,5.2547,0.8936,3.8836,3.3225,2.2869,0.0217,2022-10-17 12:30:58.169000+00:00
current,1.2723,3.9889,5.9115,0.866,4.1362,3.4108,3.0927,0.2288,2022-10-17 12:31:00.060000+00:00
current,1.3896,2.4161,4.9376,0.7837,3.4602,3.0289,2.3364,0.2353,2022-10-17 12:31:01.951000+00:00
current,1.7833,4.4927,2.5291,0.8835,2.916,3.0829,2.195,0.3419,2022-10-17 12:31:03.842000+00:00
current,1.5767,4.0273,4.6096,0.8068,3.0382,3.0637,1.6946,0.3398,2022-10-17 12:31:05.733000+00:00
current,1.8134,4.5889,5.2994,0.7911,1.9482,2.4256,1.4907,0.325,2022-10-17 12:31:07.624000+00:00
current,1.6629,3.0379,4.7267,0.9969,2.0714,1.9448,1.2878,0.2334,2022-10-17 12:31:09.515000+00:00
current,1.5959,3.9494,7.1096,1.0732,2.6049,2.0009,2.0074,0.2908,2022-10-17 12:31:11.406000+00:00
current,1.9731,3.7091,6.8147,2.0153,2.1498,2.2987,1.7451,0.224,2022-10-17 12:31:13.297000+00:00
current,1.0087,4.6625,8.0586,2.5075,2.5646,2.4552,1.5905,0.3626,2022-10-17 12:31:15.188000+00:00
current,0.4625,4.0106,5.6837,2.3963,2.7137,2.5697,1.0956,0.2632,2022-10-17 12:31:17.079000+00:00
current,0.0,5.0288,5.1508,2.3798,2.5576,2.532,1.42,0.1789,2022-10-17 12:31:18.970000+00:00
current,0.0,4.2599,4.7158,1.8827,2.092,3.0757,1.5275,0.1522,2022-10-17 12:31:20.861000+00:00
current,0.0,4.2979,3.47,1.6028,2.0456,3.2315,1.3464,0.0745,2022-10-17 12:31:22.752000+00:00
current,0.0,4.0194,2.4744,1.5593,1.9413,2.778,0.9776,0.0378,2022-10-17 12:31:24.643000+00:00
current,0.0,4.2555,2.8483,1.8867,2.0086,2.7798,0.6607,0.0917,2022-10-17 12:31:26.534000+00:00
current,0.0,4.8812,2.7879,1.9453,1.8105,2.6765,0.0,0.0774,2022-10-17 12:31:28.425000+00:00
current,0.5478,4.1796,2.7069,1.9588,1.5364,2.0182,0.3352,0.0253,2022-10-17 12:31:30.316000+00:00
current,1.26,4.1614,2.2472,1.7561,1.4987,1.9436,0.1155,0.1154,2022-10-17 12:31:32.207000+00:00
current,1.2556,4.6452,3.7156,1.2669,1.6962,1.5647,0.0529,0.0693,2022-10-17 12:31:34.098000+00:00
current,1.909,5.6055,2.2526,1.0205,2.3827,1.0181,0.1741,0.0721,2022-10-17 12:31:35.989000+00:00
current,1.9143,5.5158,2.5323,0.8477,2.7024,0.6264,0.5573,0.1379,2022-10-17 12:31:37.880000+00:00
current,1.4896,4.1099,2.1637,1.0907,2.0942,0.7209,0.9168,0.2603,2022-10-17 12:31:39.771000+00:00
current,1.2197,4.4354,1.7339,1.6445,2.2738,0.7612,1.3953,0.1633,2022-10-17 12:31:41.662000+00:00
current,0.5674,5.6825,0.0,1.3027,2.664,0.7774,1.5451,0.097,2022-10-17 12:31:43.553000+00:00
current,0.254,3.531,0.0,1.3444,3.1716,0.9014,2.5651,0.187,2022-10-17 12:31:45.444000+00:00
current,0.2168,1.6136,0.0,1.9423,2.9786,0.7102,2.3748,0.1935,2022-10-17 12:31:47.335000+00:00
current,0.7199,0.9653,0.3155,1.8083,4.2285,0.7713,2.5644,0.228,2022-10-17 12:31:49.226000+00:00
current,1.5965,1.1497,4.5001,2.0515,4.1926,0.635,2.4775,0.2542,2022-10-17 12:31:51.117000+00:00
current,0.9519,0.0,4.701,1.5056,3.7728,0.898,2.7403,0.2044,2022-10-17 12:31:53.008000+00:00
current,1.1918,0.0,5.2414,2.188,2.8873,1.0056,2.2359,0.0967,2022-10-17 12:31:54.899000+00:00
current,0.7456,0.0893,4.1931,1.8622,3.213,1.6227,1.8839,0.1142,2022-10-17 12:31:56.790000+00:00
current,1.0439,0.0,4.4264,1.5168,2.8576,1.7689,1.4852,0.0049,2022-10-17 12:31:58.681000+00:00
current,1.0326,0.0,4.2842,2.1137,2.0942,1.7818,1.2922,0.0,2022-10-17 12:32:00.572000+00:00
current,0.2371,0.0,3.2789,2.3512,1.9946,2.1335,1.3671,0.1768,2022-10-17 12:32:02.463000+00:00
current,0.7959,0.0,2.2706,1.9546,2.8875,1.9014,0.8697,0.1305,2022-10-17 12:32:04.354000+00:00
current,0.5904,0.0,3.0653,2.037,2.6907,2.3271,1.0571,0.1325,2022-10-17 12:32:06.245000+00:00
current,0.4383,0.0,2.3703,2.1549,2.3375,2.2672,0.3824,0.2338,2022-10-17 12:32:08.136000+00:00
current,0.0539,0.2657,1.4134,1.6448,1.8861,2.4383,1.29,0.2591,2022-10-17 12:32:10.027000+00:00
current,0.0,0.0,3.3315,1.2204,2.8994,1.8607,1.4158,0.1378,2022-10-17 12:32:11.918000+00:00
current,0.2612,0.505,5.3168,1.5535,2.579,2.001,1.1993,0.102,2022-10-17 12:32:13.809000+00:00
current,0.3013,0.0,4.0817,1.749,2.515,1.7809,1.822,0.3099,2022-10-17 12:32:15.700000+00:00
current,0.5766,0.2538,5.4118,1.2996,2.7657,2.1186,1.9062,0.3838,2022-10-17 12:32:17.591000+00:00
current,0.8397,1.4002,3.2942,1.2537,1.8962,2.3088,1.2119,0.4728,2022-10-17 12:32:19.482000+00:00
current,1.5194,1.7409,2.2334,1.5042,1.474,2.1398,0.8419,0.3317,2022-10-17 12:32:21.373000+00:00
current,1.3628,3.4831,0.9551,1.5289,1.4062,2.4062,0.7248,0.3651,2022-10-17 12:32:23.264000+00:00
current,0.6979,3.9573,0.6817,1.3876,1.1555,2.3831,1.3408,0.2929,2022-10-17 12:32:25.155000+00:00
current,1.2747,3.4,1.0501,1.104,1.0633,2.3318,2.0606,0.1572,2022-10-17 12:32:27.046000+00:00
current,1.1477,5.0326,0.0,1.2929,2.2484,2.3495,1.3206,0.1842,2022-10-17 12:32:28.937000+00:00
current,1.7014,6.8464,0.0,1.256,2.9581,2.5548,1.011,0.2217,2022-10-17 12:32:30.828000+00:00
current,1.862,6.9001,0.0,1.2123,2.0827,1.979,2.3258,0.3325,2022-10-17 12:32:32.719000+00:00
current,1.7688,8.9887,0.0,1.2493,1.921,2.2539,2.7011,0.4143,2022-10-17 12:32:34.610000+00:00
current,1.9067,8.3003,0.4669,1.562,2.5026,1.9854,2.3218,0.4126,2022-10-17 12:32:36.501000+00:00
current,2.7709,7.8564,2.5641,0.8348,2.3136,2.2264,2.0608,0.2341,2022-10-17 12:32:38.392000+00:00
current,3.6069,7.6731,0.5945,0.6935,1.7821,1.7013,2.5625,0.1765,2022-10-17 12:32:40.283000+00:00
current,3.4319,7.2889,2.3631,0.8603,2.3326,1.1575,2.767,0.2464,2022-10-17 12:32:42.174000+00:00
current,3.3163,6.6478,3.9602,0.9636,2.3795,1.9486,2.9123,0.3524,2022-10-17 12:32:44.065000+00:00
current,3.6354,5.41,3.3375,1.6724,1.8006,2.393,3.3077,0.3934,2022-10-17 12:32:45.956000+00:00
current,3.0349,3.8397,2.9852,1.7424,1.4844,2.81,3.3689,0.3915,2022-10-17 12:32:47.847000+00:00
